8764 26716
3244 4181 780
7455 6780 294
188 1441 -672
2775 2865 315
3514 1634 219
8078 4297 833
8120 406 -347
1830 2548 -170
6706 5358 -429
1994 1461 99
4267 8536 390
2407 1991 153
6688 4669 -861
1639 6019 871
2864 1167 -523
7797 4227 587
3447 1749 -939
3119 7483 162
1806 4292 984
911 5421 243
6495 3359 412
6616 4523 -166
7129 119 -459
2792 7915 -655
3354 4886 671
4329 6883 -564
998 3007 757
3169 1313 897
7457 7274 470
7926 3081 171
2309 5133 444
5854 928 -645
4237 3129 834
2251 2180 927
3544 4063 744
1900 1349 987
2713 6711 106
1 7317 -591
1705 2877 78
6714 4681 -619
3334 4208 698
1066 7820 417
7775 8764 10
1853 8613 924
6086 4989 517
2095 3437 -721
6049 13 -88
397 254 257
3217 963 956
6800 2826 -908
8329 6654 -603
1239 4295 -395
5729 7974 368
3073 8336 -464
7650 1126 -73
1342 6638 -488
8009 3795 -293
1083 2931 -414
2288 2253 -602
3334 140 181
1402 6903 782
2347 4298 995
2132 4608 519
5462 8146 -56
2751 4640 -415
5518 1379 -36
4626 1002 725
8492 6290 -433
8325 5477 -703
6461 1194 131
2217 1920 -20
4889 1427 -756
467 4637 45
4227 3783 81
5787 2820 543
459 6587 -388
163 6133 -280
6913 8293 -823
3069 5394 -113
1519 1317 -624
1823 636 -875
6665 1507 167
1079 1183 625
2595 3986 -29
5148 663 344
4127 2816 -118
3786 4515 -105
2520 2160 807
8048 279 96
3061 706 -968
1728 5907 681
5047 2268 -554
6776 2302 969
7168 6584 241
7594 6763 -631
5499 3336 -628
83 758 -801
5061 1227 195
7986 1096 143
1339 6208 847
899 2373 48
6821 4377 -299
1207 5561 -988
60 6988 422
3164 3723 -319
362 869 268
4886 1024 192
8505 6590 -782
5231 3289 528
3924 3869 -756
2093 846 161
6073 3893 -547
6921 2317 770
4714 4442 806
3695 4654 334
415 3091 286
1492 3778 925
932 3702 423
2801 2994 849
1187 7689 7
2256 1515 977
564 3633 962
7979 1930 513
8478 938 824
7437 6177 352
6077 6230 51
5232 3737 -505
3935 1983 982
1610 2842 645
1478 6014 -449
3288 5819 585
1226 701 416
4957 1419 -105
2763 7240 -686
1127 8188 336
6093 447 -123
5740 3707 -245
6373 1624 110
8486 8483 -103
692 107 150
3728 8760 -844
8392 7881 -838
3890 2208 4
5647 7391 -282
6444 2046 581
7338 3423 762
6459 5117 829
4460 2253 764
7276 4786 -82
6281 1144 -362
3506 1153 628
3210 7702 -679
7944 6060 431
8202 857 -610
7437 1875 -171
6679 2053 253
2460 7466 395
4259 308 -321
80 292 -348
8671 1045 -751
2731 5067 -434
2041 3074 74
7364 2254 -444
2286 57 -957
1657 6372 -542
6214 5489 432
4174 7874 251
2608 1751 117
8101 4022 686
8754 1494 19
695 4364 -309
7378 3916 214
5028 6736 -611
4138 3794 -586
4114 532 767
4835 8202 -794
564 4888 8
1194 7969 -107
2755 2547 -732
1158 4349 448
3891 3917 758
1484 5756 404
82 5384 568
6327 8604 -293
6519 5354 76
1175 2976 259
5288 1204 900
5938 1526 -693
6716 5162 128
5884 5681 -369
4559 2395 -969
7414 8701 -48
6404 1482 -791
5454 8317 -644
926 1917 34
960 5370 -598
7199 7430 -325
557 7680 -979
2138 35 -334
6841 4697 147
7556 3827 -571
3856 7275 -605
6302 3815 500
1837 5693 -714
8678 5042 -517
7401 1883 116
4435 6627 288
3986 7370 -975
421 6049 5
967 3072 699
5643 8702 -62
8142 6779 -262
8316 4082 -370
2721 6168 920
422 8711 840
66 6030 630
7832 405 -634
5539 4641 -767
1533 8168 597
3844 8552 188
5541 4456 -384
283 6783 -145
3786 3249 -585
4638 1261 -42
8007 2735 -13
5045 3640 368
6705 941 991
647 7867 622
1236 268 -539
333 117 -658
2832 6999 -734
440 3232 478
3526 6453 -844
495 2314 -168
7123 710 66
7942 2885 -756
8463 8458 199
7222 5140 801
3299 1666 172
3944 2241 -305
7791 2131 -601
7723 6613 587
6366 5083 628
7590 7522 -153
2212 485 906
5477 176 -71
7218 8755 -863
5343 5068 644
1999 13 935
6879 3531 -436
2785 6276 -634
750 6824 859
1008 8613 -501
4639 4589 811
788 4500 -156
1159 2636 764
8339 8693 -368
2476 6759 800
4025 5833 -552
4126 1907 653
882 1104 -408
7958 6467 59
6697 956 -809
4218 4954 277
2306 242 -691
2175 6870 -593
5761 7167 132
3571 8649 -287
791 8696 -711
3581 4022 754
1919 8243 181
2468 2407 236
5508 2274 180
4812 8407 -747
2775 2725 -303
1129 4686 56
113 6257 1000
410 3298 471
2773 2260 433
8323 6916 151
3679 1966 658
7142 2878 -338
3899 3422 717
4272 707 -365
8315 492 229
8293 157 -890
4490 3795 -295
8145 2889 -227
1601 5414 421
106 7395 -962
3071 1682 935
2182 7873 -94
8142 4740 -776
2994 4943 164
3338 2887 -489
592 34 -302
5033 6136 359
8708 460 133
7775 5811 3
8651 358 362
4239 6688 317
848 1112 -497
8109 6367 690
6240 7829 -651
4238 6614 4
8426 1110 -774
3341 3106 -320
4944 8228 16
6788 8189 -790
6632 8053 -408
8462 7152 -55
8348 4148 -495
926 2346 -242
8514 4844 -944
139 403 830
5644 3441 419
4091 5925 -394
869 6308 734
121 4199 -288
7138 7534 -539
5523 7215 998
2959 1116 -22
2776 3827 718
4895 3900 -247
5631 3806 -399
5495 7099 -619
5959 869 416
5121 2720 -71
8737 6845 787
7246 4637 868
7117 1682 371
348 477 -634
1094 1266 -219
1909 6083 932
3108 31 -823
1725 3159 563
3936 2108 132
8175 554 324
4672 972 5
5744 6742 869
2896 6263 561
8333 5691 -340
2585 8664 48
133 6733 -471
1493 8302 612
2464 6846 977
6995 5369 -899
2276 106 -714
3323 8094 902
5101 4897 -559
5495 6814 17
3817 4629 563
4947 4626 -10
6375 4267 391
2504 962 535
1978 2087 802
852 4832 356
7882 827 121
6935 7400 735
5185 3677 38
1109 6486 122
3598 1467 165
2007 4203 796
7662 1005 -770
3894 4700 112
760 4513 892
8176 1938 418
8715 731 419
65 5998 300
6788 2216 774
6449 8425 506
5865 7784 559
1288 5021 736
4052 1592 458
5068 99 -714
5241 8516 -789
5716 5005 -148
966 6796 -505
4606 3526 29
7942 6871 267
607 2633 69
2479 5585 318
6957 7684 -831
3725 7017 -799
149 4192 -799
7487 5398 316
416 3573 778
4364 4540 -814
7337 4412 -173
1620 4437 -995
1093 1428 -260
597 4747 746
7560 2180 595
1530 7431 965
8382 5209 811
4391 2765 -685
2374 3045 -480
4927 1322 -693
1720 7683 -424
4671 5220 673
5917 3285 180
3632 2762 198
5537 7915 803
4553 4245 431
56 661 927
3600 4497 -918
160 4110 220
6070 928 255
7325 5599 422
300 1345 733
6216 6571 726
3243 5738 255
959 2458 105
1617 2041 982
8621 7188 -878
2343 3930 -692
1051 5142 -954
1290 258 789
5664 2237 617
4176 725 481
5698 7529 -1000
1518 7885 500
6778 3435 23
3694 1336 -16
4063 974 923
453 6026 -873
3501 1404 859
3538 4441 -842
3599 2824 -504
7327 8747 806
7706 814 614
549 1591 -423
2517 7528 955
8207 6460 -242
2559 505 -80
7422 1078 -266
3396 8387 837
1743 7089 903
3325 488 -312
2108 6207 -956
6107 8236 142
5052 6802 241
3660 3750 377
5417 3046 602
7452 8094 -211
6085 540 665
3961 2052 184
3633 2825 -533
5835 8201 242
8222 7374 -213
777 4220 -22
5206 7084 -457
7713 2861 556
3044 6502 561
4815 7478 -763
7855 140 -435
7818 4456 -708
8235 4447 323
3277 5534 354
3975 122 -589
6498 5569 -222
6050 2655 513
7485 4583 675
5059 4260 205
3819 2236 -900
3524 6623 -436
4900 442 -679
2412 8303 793
782 4201 625
5649 7071 497
3326 4771 -496
8575 7270 -268
5438 6616 2
4225 8452 -752
5343 4996 810
7344 3091 -997
8494 6347 -550
5751 1477 -498
2507 6847 -741
783 6875 -802
1649 6627 447
7942 8304 -485
8008 5552 250
7387 8231 -431
7 8183 934
1998 4567 -960
1836 7106 881
7447 3964 641
1065 6237 -243
62 2112 -994
1823 2315 -41
5231 8553 768
1532 784 322
3105 3836 -879
7986 7274 914
6105 8150 -684
515 4289 -589
499 568 -455
2440 3125 976
363 4866 -277
7918 4603 -299
7338 1794 -895
8316 452 -658
871 3403 130
2736 8178 -940
106 6658 396
6320 3194 617
1131 4563 287
8683 3776 -843
402 492 978
8233 1928 -770
6311 6722 571
4097 3383 882
4313 2549 -460
4345 8404 -258
7367 2138 811
6960 7660 221
71 1328 -528
5230 6159 -61
4986 2530 709
2867 1571 -43
2989 6488 -719
6615 1341 -93
6943 4327 -185
1696 6941 -419
1217 6228 -551
5389 7787 -73
636 1336 -944
2986 7862 -91
5743 138 -985
8245 2398 -963
7815 2083 -740
3478 5673 -262
3213 282 -377
1041 3607 630
7741 3764 -815
3913 6684 -378
2127 1837 842
4157 3412 6
2081 2575 -834
4005 2646 -190
1349 3309 -55
3472 8598 -168
5030 6081 -935
355 2548 -837
4808 796 -922
2510 5692 -567
1245 6627 955
4507 6446 833
4884 3677 252
3833 6628 -459
5730 377 55
4229 3543 15
6743 5775 -723
4508 6806 483
284 2134 1000
6860 284 -247
5895 4070 296
8097 2410 -301
4745 7907 -119
989 2617 897
2993 4308 -155
45 3238 769
1357 3388 -996
635 7103 -817
5496 3505 -607
3209 5112 -889
4672 3987 -993
1922 6822 941
4489 4691 29
7624 5061 622
1899 111 324
3700 8512 -996
3233 602 738
3261 7962 168
6777 3286 910
2971 4305 -222
1386 4646 309
6508 2708 -484
5017 1116 -137
3247 5639 79
4605 4642 -567
5671 2280 501
4101 8466 203
1468 2943 -565
366 309 992
8514 6663 -848
1535 6361 239
3451 4906 -137
8633 8675 671
944 222 -21
6247 186 -550
6333 2498 28
8045 3010 -851
4066 4726 -545
6880 4076 427
264 6511 -94
3444 8564 23
6688 7344 113
2333 127 -398
544 2197 734
2947 3854 -408
4871 2214 -599
4604 976 -680
7816 3662 117
1453 2169 -678
5575 3581 707
395 7400 712
599 7385 988
1375 2428 -676
2957 1570 717
2037 7028 -955
72 5933 640
556 5034 -909
5784 6386 958
2449 6440 -336
1320 238 166
7911 2797 517
7529 8071 594
1760 403 316
6518 1483 629
1347 697 223
5712 1064 248
5249 734 -296
1316 7126 -967
7596 1807 -725
3158 2857 869
6213 6108 149
1265 8076 -234
1450 1841 -15
6252 4819 -832
6821 567 -84
2732 1120 -53
7985 4419 801
2686 6303 -504
8339 7412 6
3945 2471 -476
8216 2462 -813
7225 592 -479
330 759 -200
7183 3541 -325
1461 6109 -773
6051 6286 -763
499 3663 673
7777 8417 797
4031 8142 -892
1385 2313 70
960 6015 173
6650 4394 -878
8119 1131 -37
23 8649 -590
5620 8129 -485
8393 4183 952
3007 7325 -326
1964 1288 -22
714 5602 -115
5454 5804 -672
1603 6644 694
445 7154 683
340 1486 497
3553 6795 281
3728 2012 510
5896 7624 -16
3158 2821 746
6882 6965 499
2250 1913 371
1451 6881 570
6077 8707 844
5718 5778 873
1615 586 -19
2606 1198 454
7501 8 996
6792 8169 -522
7488 5423 -97
2657 5863 81
588 1745 772
4159 7397 -848
1888 521 237
3032 6390 -473
912 7812 245
4104 5826 -275
8624 7083 609
5343 7191 -801
5399 2594 226
7667 8007 -38
2705 2458 970
8732 5224 -838
2823 6003 -296
365 3464 -386
7720 4507 -434
6506 4674 -813
500 5348 -774
5940 6917 -397
3484 1150 51
2133 2867 -76
5689 541 -477
4704 6233 -72
8396 3106 948
6225 8698 32
1377 2675 793
3281 7996 434
2263 2456 -74
1918 3898 855
4349 3980 -621
5543 6228 -759
4713 3981 512
4985 6177 -968
3799 5995 731
1882 8015 -823
5398 8647 101
8509 2800 304
3090 6304 -207
4826 5197 960
4392 1457 957
3099 1511 710
5779 3586 445
3873 2249 407
3899 7941 -124
4545 5196 -965
7333 248 122
5672 1976 926
2661 5871 -339
5385 2095 396
5402 5045 -189
6963 2448 989
4761 2950 -927
5259 4407 -572
1219 8512 -674
3944 3348 -48
5699 306 -774
6913 4296 -449
6975 694 -949
7003 4820 -14
8762 3174 103
6175 7992 306
158 3199 -135
3616 6303 -453
4016 7677 621
1606 4370 -798
7090 734 -308
7876 683 305
792 6755 543
1023 4453 630
6805 7632 -724
103 7569 -886
5005 8418 641
8095 5422 111
8049 223 719
8396 914 -157
3254 3863 -908
7398 7916 824
4876 2859 557
2088 3308 818
1461 3595 -594
2102 3366 -777
6930 815 -111
8689 2017 -287
1370 7041 -200
1420 7032 -853
664 6633 919
1457 6429 -664
5362 8001 81
3600 8443 900
3861 1077 -660
7835 5841 761
303 6308 168
7685 3173 760
1972 2976 460
4454 7146 105
8291 3248 -148
5817 425 -23
5216 7174 483
3364 8064 592
5858 6496 980
3851 3585 532
2228 8428 -55
6548 4358 132
721 1529 -341
1701 4671 460
5768 596 713
7153 1244 929
7269 5851 -829
1092 8174 -913
7902 5113 874
4873 4050 -955
4698 3114 -374
967 3910 -1000
2481 7719 230
7982 8097 -639
2925 3994 -823
4671 8649 160
3913 3927 -975
6796 155 -733
153 1785 713
5597 2452 894
3797 7993 317
561 5523 -108
1843 36 -795
5969 596 694
2962 6679 814
1939 6889 960
7837 2488 995
628 2662 -965
5493 7652 -823
4130 4072 271
256 6807 -744
4976 2999 -539
6785 8547 919
3569 6673 695
627 1220 -782
1652 8170 -151
5455 2663 420
4902 373 517
4539 7502 655
2607 2448 -326
5349 6178 1000
34 5601 -412
2707 2 -467
3473 7923 65
930 6528 377
7399 1103 -774
3760 1980 577
4721 680 91
3401 757 11
8089 101 -743
5870 8539 -205
5425 5959 171
693 3357 -418
4528 8004 -955
7457 8035 434
1591 8334 -300
1269 1504 -485
8657 3662 800
5783 2615 843
8402 8429 -466
5543 37 -220
2106 7544 -906
8118 2772 -252
1125 2785 719
655 4157 492
1108 3304 514
4107 7590 802
1478 4107 764
3649 7491 -771
5240 7964 650
474 2689 -803
5182 3711 -453
8450 432 -681
6470 4014 527
5154 6670 -698
109 7315 155
5323 7430 -333
1592 1817 -68
4131 7748 477
7870 4650 971
3993 2214 911
4675 988 -647
2471 7942 -226
5776 2879 -81
3779 4567 549
3699 163 320
1448 543 844
4181 6109 268
4765 1268 395
1359 524 -954
8295 8185 720
4679 3933 373
2481 664 -846
4620 8150 661
3762 7569 -170
5858 7496 -754
347 7200 874
2833 6252 86
5151 4641 -53
3885 6442 -33
110 4653 876
2196 1937 -717
8764 4319 -738
2621 7647 -212
1745 3037 -723
8168 5310 438
4802 7342 -947
4605 5374 190
2747 6084 934
7963 6952 -838
4406 6768 -450
7225 2830 -71
1405 4296 810
3658 2654 -81
4872 5590 0
7517 861 -535
2047 6296 -814
4684 6566 -378
3796 8198 -724
7670 4862 -9
3552 152 387
2948 7787 301
1195 7586 341
8434 2150 464
2107 4371 493
3871 2640 447
796 1650 -713
1476 418 948
3700 4153 -28
6801 4632 503
3602 6202 -672
781 7461 241
6580 315 -783
2142 8404 -274
4687 8500 -768
8079 5785 -548
405 6393 -116
4377 7412 -307
818 7835 225
1600 7991 -829
2543 4100 542
1972 2757 218
1 3800 -52
378 7675 675
6882 1427 -559
1611 1112 -700
3378 8568 -291
1586 6369 -648
4894 223 829
4900 1833 -716
5233 5324 819
2800 5255 973
648 3863 -464
4349 2678 -609
4472 2254 545
6810 7843 821
5874 4811 207
4569 3994 330
7855 2517 591
7815 809 447
1441 7111 74
3178 4182 -89
2218 5 -12
4548 6723 -44
380 8107 673
3548 3651 -741
6465 7773 251
6446 7233 -758
4926 6886 -184
4586 8450 -934
807 1156 792
5029 2763 606
6903 6441 149
7211 4042 -53
97 4463 -682
5320 4728 -828
1679 3633 256
6890 6587 423
5696 6412 -351
1105 406 -25
2179 980 -282
2832 7921 -184
6672 3747 -595
3631 2591 421
5408 1227 -908
5017 1868 378
2704 8502 28
1399 2746 768
1683 3349 446
3780 5857 -154
7186 5106 316
5012 8240 50
6678 8231 -342
3330 2128 -249
1952 2436 -710
1818 112 -131
1470 6499 -720
7355 7291 -908
3353 1297 732
7432 1435 391
848 1185 -113
3538 7305 179
8537 7568 -396
8014 7491 -281
7415 2888 -623
6131 6785 -184
317 724 255
3813 2955 -601
5247 1350 -63
7484 1708 -907
7278 8136 296
6762 390 316
2424 3772 317
6307 5048 -488
857 6204 569
7734 1261 -315
654 7970 878
18 2779 -380
4214 24 -364
6049 1865 587
4490 2066 -162
7799 5801 463
6055 6158 67
171 2157 -141
455 4024 -936
2548 3662 144
8140 8018 -894
6557 2687 -14
6006 1855 -104
3802 1017 868
199 8090 930
6937 8350 633
2912 5640 -560
72 5143 287
5714 4532 -374
4923 5255 444
652 2914 930
6654 2138 239
6899 7384 -846
3620 5012 980
7903 483 -9
4705 1693 -436
5033 7438 162
2733 5659 -35
4741 1986 -592
4538 778 -688
3718 4872 -609
5577 7413 249
2508 6848 675
5328 1650 -213
2653 2995 -40
693 4350 265
7610 6677 576
1739 3123 894
7678 6920 87
6311 7370 -54
4542 5299 319
6385 3176 65
3261 2441 252
8244 6020 19
8117 8604 -544
8358 7997 -329
5065 6244 -759
5824 5773 19
286 3047 -376
1970 2656 946
1989 2796 444
6794 3550 -198
2036 8085 740
2467 5477 -872
4581 3888 150
3353 7113 622
4706 1245 -753
346 3429 313
5183 685 -559
355 3015 -810
8612 1791 -158
260 1191 -370
7751 8759 -487
4003 1758 -432
1818 1420 909
5351 3007 69
7709 5493 -436
6851 6781 -202
1704 5964 59
5331 3510 -466
8439 1973 796
3302 2239 264
5250 7952 569
7260 2576 711
1747 1454 -517
6649 8423 -832
723 4323 415
7246 1852 -484
3361 6468 -987
6534 6603 966
2178 1591 773
8067 3461 -184
7056 153 -425
905 7853 440
8542 4236 415
1596 6434 756
7718 6553 248
7671 1902 221
1851 7716 908
5626 1872 -845
5619 2733 72
1106 5569 -337
1580 6853 839
2471 3825 -112
2393 3038 885
2091 534 -807
3255 964 -48
4139 4033 -932
1393 4914 -67
6271 5860 702
1143 1887 -848
6035 5295 578
1161 5423 -163
4142 8219 200
713 2475 -496
4396 2906 123
5179 2348 -441
7942 5507 -350
6374 5217 -78
7978 2458 244
3303 190 -455
564 8764 630
1910 526 712
263 2327 -36
2941 3043 994
7941 7833 346
2434 2850 -873
69 1244 -824
540 3520 167
8644 1373 -14
7638 7482 -213
6773 3586 950
5325 5109 -320
1581 649 405
558 3918 696
4619 7966 446
5730 398 498
1140 3159 752
7572 7564 121
840 6107 927
4194 7407 593
2871 5790 -972
613 5633 456
3900 3146 -377
4341 1620 -728
944 7833 299
1117 5921 127
942 4746 -652
4925 1995 211
437 6862 822
2189 7530 880
8280 608 -391
8255 764 -245
3653 5234 -838
407 7545 457
293 5254 536
3712 1546 311
6931 8638 -468
8154 8581 332
1179 6625 -677
7650 1631 831
2782 4580 -661
482 5582 82
2257 8097 -852
6791 236 -30
6475 4041 -918
8361 2443 -341
8754 4954 -773
4896 1997 -154
926 1373 628
8480 6231 -16
3862 5754 -862
235 8127 449
660 7416 236
7347 1998 -693
8355 3994 -768
2675 1778 734
3637 8098 428
49 3658 -122
4186 1713 842
4905 907 344
7375 3996 -898
6052 1791 414
1402 6687 237
6268 5353 776
7039 5469 -836
3046 4465 405
1878 1163 814
6038 7708 393
3743 2322 -161
1528 1491 984
8575 7762 -962
3649 127 -144
209 6941 895
5559 2553 -1
7574 3907 883
923 127 -208
2787 446 399
3069 4962 -878
6733 4813 93
3968 7825 -847
4907 1885 28
3270 1368 714
3018 6883 910
3752 3318 -940
5240 7370 -961
3338 4206 -621
461 1348 -144
1318 1275 -794
4831 2168 369
3007 1702 678
7632 3192 819
1061 2923 -822
6719 236 -548
3784 4655 73
5453 1029 -356
952 5314 984
4469 5462 -838
4191 6451 -528
606 3006 -613
5399 5570 283
1318 8225 -667
79 7956 -893
3131 787 105
4219 4469 -192
8763 6011 344
7154 4560 456
4740 8673 -376
7376 2104 -172
6703 328 786
5623 3776 441
128 3778 -507
6836 7296 960
4367 2292 6
6432 6882 955
6032 829 -339
7240 7474 401
2669 4299 916
6748 2213 -640
8380 4954 617
2429 5073 -508
2544 3513 -799
8105 6087 -168
1340 6986 988
2498 4125 126
5890 8070 -310
2291 4502 470
2365 5872 816
7797 6568 -874
6759 7540 139
2561 8182 -782
7345 1023 -772
6063 7949 -68
3089 4857 772
6551 4955 422
3167 6085 -562
465 6581 -352
6134 8003 -495
3530 4937 287
1058 1084 -32
1876 8146 362
4944 8350 658
4106 448 649
1877 8207 -600
3335 1454 623
4083 2696 771
4086 8324 -607
3387 196 -159
444 7259 854
2696 8277 -781
4612 518 -955
8194 5412 -713
792 5785 -89
5056 7104 949
7721 8067 -461
6698 7240 814
373 6650 -869
1997 3095 316
3255 3569 -939
5241 576 200
7411 1945 687
7419 388 -918
1775 4716 -93
2347 4731 -769
6903 2774 459
5949 5309 526
6385 4776 -204
65 3681 -419
6254 7444 -546
7235 7828 567
7176 2108 -998
3425 2524 -483
4856 8408 154
5227 204 950
1472 4132 -21
7461 4493 398
3458 3500 298
3913 3398 -525
2717 1055 -706
4507 1572 -440
7037 2709 -126
4369 1853 -682
356 2443 63
8611 1549 -835
3958 4968 -992
1481 5194 641
8072 8193 -54
1356 234 -764
8049 2972 -43
8453 8322 -352
8343 1445 254
3298 6664 461
4251 5057 273
3318 2708 296
1001 8074 74
4504 2436 973
1495 6542 -293
3484 501 -410
6102 1332 71
6342 6524 -211
1068 6300 -750
637 3303 980
1265 4412 286
7333 6417 330
2004 2866 115
4639 8346 919
2330 7782 -476
240 6083 -837
4660 3263 -683
6358 8453 -20
2687 3397 273
4074 7508 226
8503 1070 -552
6768 8639 686
7626 4299 -9
7626 2864 947
3373 481 -780
6614 2882 -880
7307 6232 -170
3006 4720 -996
1891 7427 -490
7706 6167 -255
1905 2799 936
20 5265 -167
3871 309 -598
4452 8246 417
4812 4167 -691
5746 3389 776
28 8452 -860
7718 1949 691
5519 868 -897
2384 2388 47
3572 2310 -903
6694 7563 758
3040 5949 -763
3970 5853 -385
4119 2595 -906
2966 4813 500
3201 4923 618
5452 8368 376
5125 2564 77
822 8261 282
4356 2105 -146
6413 6053 -696
3178 8222 207
3216 4122 931
2145 4054 86
285 1247 -535
1917 2175 502
4081 4816 -584
5360 1547 -590
2203 6726 -21
4324 1336 4
2366 7216 181
6069 5510 642
2791 8745 788
482 5962 -675
8246 8296 141
1850 2313 596
4929 350 -774
391 4022 88
2781 8743 -396
2890 5957 600
4612 6911 -718
348 7421 191
4637 1876 451
1475 1997 -147
7899 6440 -253
5930 2012 499
5749 5403 103
5337 6264 -581
4213 1008 610
4139 7505 414
4640 5121 -424
4639 7362 -38
7719 185 153
8172 5511 177
3152 5740 -588
7040 3525 569
5034 8692 265
8441 2484 617
6946 8608 639
5972 3115 391
8298 5877 994
4409 6597 -49
4232 1719 -889
1754 7401 -364
5032 2733 343
8362 8717 -865
5941 6408 -707
6662 446 -407
989 6162 545
550 2658 -786
3515 4982 -224
7646 4685 708
5070 3269 213
2221 1618 397
2429 3112 978
6870 667 791
6328 6042 355
4186 6293 31
6066 808 -747
225 2466 809
6957 1100 944
6364 54 -960
4099 516 132
4868 6793 944
8288 1747 865
6112 24 -648
7387 5176 867
6577 5751 361
2053 3898 -437
5899 3232 711
498 772 -644
4611 1894 479
1055 7072 -646
8449 212 418
7978 8117 -765
8089 8262 -309
8552 2372 -495
4541 8451 -244
7283 6187 385
3131 4000 -258
3585 5322 512
1857 1299 985
4994 5169 -339
3319 7831 -320
5459 6019 614
7498 2566 -52
3688 8211 -968
6149 4499 174
4754 2791 186
6912 51 519
8376 4702 -516
65 6134 -20
8713 3923 -173
6288 3995 -31
1953 6044 318
8279 5919 39
6233 5282 -115
14 6502 -680
6175 2216 -210
170 3264 865
1726 4814 -410
7128 1348 -998
2667 1223 -883
7826 1835 -598
797 2210 -163
8039 3575 246
1688 4175 124
76 2709 -575
4860 6222 285
2503 8028 -159
3083 5764 -209
1120 3742 552
926 174 -529
4300 4914 -140
5230 7177 877
7853 2567 -154
1530 3342 241
1571 2485 460
2201 8630 -424
2521 1141 649
4597 5096 968
4366 4997 -956
4466 2442 900
2478 2441 -318
1541 8075 -357
7689 6551 -428
7676 4168 703
3114 2926 -202
3874 3505 -943
6568 7811 934
598 8423 679
4892 3512 -893
4521 2554 224
981 7685 -841
3202 184 -491
6383 4950 330
6584 7817 583
7605 542 -962
5162 2947 -554
2126 8353 238
8333 8204 -742
2545 6973 -479
2625 5615 -748
2147 5557 962
7931 390 -735
8383 4162 843
2619 4934 -998
1058 509 -655
4620 5845 926
4035 6237 -817
3584 5069 -481
4670 432 -978
524 4084 614
2363 2222 -421
4819 1383 -510
3486 7381 -630
6370 2404 312
8702 5428 -226
499 2265 697
1659 6901 -898
5372 7763 -363
904 6546 -58
6852 3666 -624
5051 320 809
6490 2070 213
1826 1570 730
7750 1207 -717
5614 4019 888
7986 8239 -592
1767 8648 -724
6904 8397 984
6614 803 -295
1705 3545 508
331 5926 93
1315 3880 674
6348 3941 -170
73 652 -837
7514 8544 -452
357 3870 -164
3574 7788 194
6095 2185 647
1952 8266 -496
3941 8525 188
3352 2118 495
7587 2008 -203
3388 6739 464
732 6179 -591
645 6491 -273
4821 8711 -380
1102 5261 -338
5295 2583 390
5519 6843 -210
3975 65 -943
494 880 958
2391 4792 -301
1248 8128 157
3646 8142 511
3045 3962 396
2291 6636 -851
1162 356 108
4196 2834 977
6153 5702 -833
1308 4912 737
4756 2524 -149
6527 5204 779
3030 4756 -764
3268 4153 658
7119 4874 582
2977 7295 -991
2188 6564 -359
4418 2030 -230
7299 2492 688
1580 8476 716
6011 5771 -455
6771 6835 -1
4700 5342 75
8557 540 518
4753 6152 -398
119 4447 -666
1705 7874 -530
1603 3283 432
3367 716 335
1721 4693 739
1211 4986 -928
8726 6868 755
1386 7074 107
6229 1941 268
1081 5650 -658
8236 285 -107
2937 8238 -330
1751 4474 201
5898 382 -932
7857 2686 -284
4374 1238 -235
3523 5237 255
7969 4017 266
1689 943 -22
8126 6666 88
2807 695 557
6310 2249 610
3433 7782 779
5645 3315 -378
5586 7170 -692
7418 7324 -201
3440 5634 330
5793 6045 -600
4904 7316 -934
1226 1902 -448
2629 2636 46
655 8000 -897
2328 4159 -146
3646 2881 70
8367 3174 475
8519 4179 874
6287 1028 629
3277 7941 -893
8529 5352 -224
6800 91 963
832 1988 -878
355 8059 382
8389 7591 -829
1823 352 933
1171 6131 102
2222 3777 323
5991 1682 1000
2276 3597 -216
8152 7016 874
4121 489 -750
5916 1261 -973
6760 4848 -139
1828 1301 738
2624 4749 -707
6609 4821 477
744 1051 -147
5976 8313 39
1177 4230 438
7139 196 -261
7617 6852 -909
223 5731 -338
4426 387 473
772 205 -900
551 4892 533
4142 5158 170
1107 4707 -177
6113 958 -185
959 5723 -49
8224 8419 -269
1620 2261 174
2716 4171 55
6036 463 821
1281 5715 158
6417 2053 -8
5488 7334 -36
3257 2005 -947
785 3897 -37
141 4095 -517
6297 7190 -759
135 294 814
7831 129 -206
3695 5355 -978
2044 1727 378
1507 1778 490
4566 3296 603
7641 2153 -791
2003 5576 906
7334 2610 288
493 8066 226
4051 6024 279
8015 117 -478
1499 3250 -34
8643 7819 907
7878 8145 -92
6188 6744 41
8262 2219 -745
4252 7113 -239
6298 4384 -806
1583 4773 82
4665 7328 -250
6964 1684 -748
8503 6933 -32
2240 4164 663
1818 2036 507
4182 6706 -363
1950 1902 919
409 1119 214
1221 4084 -80
2584 8406 -549
7695 6567 -647
3137 3337 -75
6789 6523 841
6015 8137 828
6368 1416 -764
2142 2223 867
1161 4931 558
2973 2943 -334
3574 5594 -700
1833 637 10
3643 5855 68
2027 5069 -169
7925 6363 160
3841 3893 -355
3391 2250 -979
4157 7345 375
4908 309 -616
1964 6063 666
8139 6213 918
7558 3344 621
8723 6104 195
1087 8523 -424
7301 6124 -139
