19
820 813
600 466 591
90 716 -865
63 214 363
2 694 407
450 755 -494
271 32 -767
232 479 772
643 653 413
581 277 450
259 264 -941
294 491 -124
752 276 -823
68 777 379
73 190 315
452 329 -503
801 766 -70
820 529 729
679 835 409
227 34 -343
73 476 -868
590 474 479
694 848 -113
206 422 801
255 502 -814
728 711 481
142 728 986
48 561 -935
271 100 -362
456 216 611
387 16 55
798 658 -326
818 570 -65
517 645 994
149 555 -159
684 279 -334
223 647 115
63 189 -384
93 165 -36
393 811 -698
820 792 833
395 196 -51
182 568 -646
361 747 129
98 132 196
52 816 616
5 653 80
375 174 -793
623 186 173
107 600 -854
732 225 -902
149 693 -862
94 485 -464
398 527 231
531 181 -29
228 759 197
244 263 -260
440 84 -449
587 597 757
242 343 -480
800 247 -95
65 293 361
36 635 -804
393 136 307
190 704 657
191 829 -48
270 692 -481
670 289 340
148 462 -471
782 287 414
256 361 921
626 404 430
765 266 296
595 717 837
490 523 -652
167 405 273
655 693 642
279 440 367
174 354 493
781 364 965
253 833 323
723 328 -83
686 784 -972
272 564 737
765 240 23
401 218 856
591 271 -422
209 147 90
83 299 -867
725 624 957
284 745 308
742 220 386
592 258 967
829 144 395
222 437 522
322 108 31
338 384 578
411 815 417
98 614 -914
656 163 -653
632 831 -80
694 161 847
708 828 -961
358 705 -87
291 121 897
471 378 -298
371 830 -203
152 23 38
200 125 875
251 813 -707
370 851 57
512 278 -820
314 486 521
211 783 -923
375 384 -777
840 128 381
476 136 -499
248 204 -44
190 201 -140
571 565 -962
755 513 300
236 201 -642
499 164 -453
672 31 816
5 186 135
197 29 944
655 755 -981
849 557 160
69 118 515
17 529 -874
138 390 994
110 650 -292
406 299 87
113 738 -202
460 78 -12
466 185 -262
638 416 162
823 23 115
57 751 -598
703 110 994
265 272 -883
106 17 416
690 749 -305
711 190 873
374 833 -397
72 794 -82
629 61 844
263 387 972
609 798 235
275 751 635
223 386 987
369 790 30
653 576 892
132 122 370
57 808 -444
10 227 -331
407 590 -19
730 230 984
300 726 407
392 131 -354
736 255 -395
88 323 -685
808 28 752
74 255 -898
362 381 590
170 733 -381
183 567 238
282 659 -774
307 537 -750
436 553 -125
572 635 -187
412 644 -737
811 207 -970
229 631 258
96 256 382
281 852 -607
844 440 -883
786 281 -786
661 644 -311
833 436 -902
346 827 601
607 78 819
564 165 -493
591 283 791
315 316 908
769 835 692
401 287 243
644 818 430
6 355 -870
502 410 -774
115 660 362
767 800 -95
399 350 633
65 81 -88
438 410 592
122 349 -799
632 408 -955
458 180 -607
6 574 -660
375 376 -744
56 48 -720
112 660 586
1 759 89
139 509 -891
34 678 -932
181 491 320
78 568 -825
638 302 193
248 494 -740
277 181 494
703 513 325
131 613 -233
213 473 -913
764 59 -127
158 787 -644
517 360 717
747 797 364
366 723 -202
845 685 19
202 87 -886
195 257 -641
376 279 -440
644 290 928
787 353 -717
800 623 -475
826 619 413
747 108 700
767 742 813
840 336 -613
121 85 570
804 753 -625
599 481 -878
742 369 -108
821 662 -379
269 735 334
490 803 476
141 471 -943
836 10 980
270 794 279
234 532 -386
632 137 265
541 302 953
148 807 -940
671 210 -802
763 1 212
817 757 -368
653 676 686
482 333 192
451 247 220
578 57 -591
418 104 173
695 128 161
444 793 -922
701 650 -109
407 322 576
614 267 -555
742 740 -964
123 775 -533
468 741 -455
199 617 909
822 456 501
67 736 705
696 777 363
155 73 814
647 417 986
4 52 -96
535 523 -440
254 810 766
555 55 -817
207 65 301
72 676 719
794 724 144
630 758 -602
467 195 794
747 178 -696
135 839 -547
165 848 -123
611 724 -885
301 127 320
851 776 -955
395 315 -827
585 9 592
439 318 190
704 446 315
366 154 -245
331 791 -348
27 265 816
569 547 -511
794 81 276
393 633 -496
375 122 -826
184 281 998
297 642 -36
588 822 -685
374 568 -519
8 781 -470
541 544 -399
668 447 -74
358 649 -951
573 721 -76
192 794 230
804 783 6
174 683 -773
566 301 -948
263 360 763
458 702 823
691 472 314
567 228 -79
280 845 668
399 417 224
148 478 -760
607 465 -676
746 531 -14
375 33 -209
50 137 621
573 647 -313
788 132 491
336 387 949
621 753 683
502 517 282
28 765 187
124 675 -756
591 530 -529
741 629 -367
366 212 -896
250 307 -274
119 70 -555
425 652 -504
253 347 929
352 414 124
361 534 -553
76 429 177
132 682 -786
344 528 -920
140 447 895
4 144 -370
474 759 -302
249 89 935
813 720 -214
518 639 -441
434 628 -669
787 442 331
346 831 910
201 276 907
449 521 762
179 97 136
836 183 588
158 657 487
631 114 -339
111 168 52
380 777 -574
587 573 574
64 629 759
184 766 -769
724 293 -358
528 231 -608
327 762 947
108 408 -145
530 757 -473
654 134 710
573 117 174
163 586 -140
601 261 -327
44 290 878
182 123 218
628 555 -177
172 465 -748
8 630 821
639 752 387
326 77 -625
174 306 -472
573 132 -183
180 582 123
845 45 354
566 414 -251
584 275 -179
485 536 765
187 459 -519
242 563 495
613 591 -719
551 32 577
740 643 -3
839 11 389
241 184 869
519 470 -929
549 260 -335
186 98 -324
712 296 -180
584 196 -397
438 242 -149
43 300 -441
718 432 827
653 233 -403
194 101 -212
519 96 -41
304 372 -142
477 514 -565
583 222 700
149 266 -768
701 748 436
523 853 623
403 716 569
388 528 -272
756 50 -729
667 223 -485
570 240 -688
118 633 -850
650 38 -786
71 458 -362
584 333 20
830 328 -93
13 392 -186
760 715 -346
599 570 231
460 147 622
232 522 806
656 253 -178
825 630 -401
242 615 298
277 195 -406
661 286 367
15 433 918
727 206 977
488 449 -134
9 289 -752
204 60 208
689 450 983
258 800 138
636 754 259
763 535 281
327 797 572
16 17 -878
94 636 796
212 708 73
661 123 -938
157 488 596
488 219 458
751 364 871
73 584 166
527 78 -477
648 148 -894
194 7 -981
406 267 198
389 792 -301
483 670 563
66 650 -877
149 120 0
338 754 606
197 396 -874
630 706 -732
686 19 138
256 27 485
378 231 -380
81 523 285
472 805 883
480 281 -654
617 183 959
777 15 -600
539 54 276
828 221 990
771 587 -428
744 783 -900
497 621 613
572 66 -392
141 638 483
463 634 -849
336 789 691
58 165 -938
94 294 904
109 547 658
146 495 -674
30 189 -885
15 490 -259
827 495 541
635 272 599
659 604 -216
233 738 -398
700 231 -397
726 678 908
177 174 -680
307 772 391
552 205 963
696 724 645
824 569 604
827 354 433
548 844 -731
114 662 999
176 821 -766
688 73 540
91 125 -891
764 267 958
610 109 -627
161 704 -724
672 433 -56
495 264 107
47 112 554
683 122 791
801 95 624
328 617 -247
162 496 -894
121 282 206
110 744 370
346 575 -246
235 759 -499
701 839 -80
707 245 -922
576 467 518
116 82 915
385 665 786
473 759 -306
566 363 -584
780 503 -816
242 250 -487
800 278 -866
459 198 -828
390 741 15
134 318 43
312 46 690
682 337 784
480 731 -768
50 665 -171
481 661 -132
845 378 -190
328 593 -163
330 502 -277
746 641 -67
332 626 655
814 148 837
838 799 679
124 746 -385
437 368 155
255 742 -64
689 697 -984
392 423 -991
524 32 21
609 645 513
578 729 92
815 528 -677
317 58 -801
840 586 928
448 144 -448
319 623 999
726 458 -525
617 707 -980
105 486 846
540 243 -479
113 166 -495
110 237 -523
517 245 168
360 294 138
689 668 -920
786 351 -333
841 315 -550
677 603 -769
299 26 655
529 745 726
343 792 -539
783 184 -47
837 313 -289
716 301 793
689 55 -635
361 54 833
95 237 406
93 12 109
578 598 529
182 465 -953
301 716 -570
408 336 -412
505 463 -398
298 758 207
372 395 -432
327 815 -60
767 23 70
364 138 15
816 330 224
773 72 -778
66 646 440
324 827 -981
556 696 -399
320 668 753
735 95 905
819 837 806
829 733 290
17 214 998
111 91 700
685 833 -249
624 208 -383
241 510 944
210 564 621
575 300 -917
203 828 340
386 270 -900
728 120 333
92 385 -419
484 806 -263
772 295 909
153 766 -182
153 286 -703
268 423 180
259 317 -231
779 451 208
288 359 782
718 149 266
295 457 579
551 560 -278
135 847 -731
658 645 -736
687 373 99
607 379 -370
350 217 78
331 741 640
435 452 394
569 426 852
694 231 -911
669 823 509
22 83 46
665 283 -328
352 339 60
34 840 696
164 429 -646
440 670 -124
375 702 -734
198 810 -376
646 590 -176
824 261 -997
696 388 110
451 350 170
465 65 -208
52 49 -573
226 590 427
762 92 787
33 710 -485
454 173 -683
579 180 322
353 2 885
732 237 -972
710 287 -113
127 72 -578
377 758 782
600 641 387
284 760 -727
371 180 -341
158 339 -618
106 515 -103
42 133 400
569 806 567
76 75 471
162 402 -88
263 253 -650
36 809 -975
644 513 -138
549 710 736
557 212 -563
151 23 -473
361 751 -722
177 227 980
382 139 -875
365 92 -538
30 270 498
644 88 -740
249 109 72
544 449 -30
49 723 838
763 349 171
328 738 222
433 590 -279
819 727 -969
2 802 -911
102 205 17
710 55 -926
593 521 -156
252 531 -14
651 476 -857
385 346 -790
285 190 -575
54 645 649
752 21 819
353 576 792
106 225 863
800 766 507
394 358 -333
843 71 865
332 115 -988
642 805 -757
35 828 671
758 846 -155
36 409 -360
504 636 464
492 306 687
332 778 719
121 596 -56
296 126 -14
333 764 -76
456 846 -720
335 714 85
781 123 -79
343 355 740
246 475 383
154 453 -340
454 405 -483
61 807 479
691 455 -630
445 584 548
652 91 150
598 383 -82
163 685 100
493 834 344
601 93 -80
651 550 165
380 219 452
177 708 404
677 258 90
179 835 -814
811 799 -93
501 385 -751
301 558 -483
259 182 516
656 672 -306
105 604 749
18 317 -817
558 556 -823
954 874
935 166 904
864 861 -579
49 335 -740
434 548 499
931 178 -831
836 122 -48
388 573 -199
571 230 -983
720 149 217
681 503 178
751 755 618
792 635 265
601 711 684
724 449 -606
23 123 776
588 535 374
695 614 621
732 382 -529
329 273 -741
20 285 -818
179 904 -731
912 304 -669
521 364 151
118 297 -307
882 456 955
146 658 -50
166 834 632
110 880 -731
683 770 -872
505 381 132
307 766 -864
2 479 967
280 210 -209
368 327 -782
511 740 -813
385 148 -657
725 66 635
523 842 -842
431 649 -464
23 119 11
919 355 -883
217 948 -200
347 483 -180
810 235 -256
761 161 -821
58 473 -865
827 694 134
555 552 141
199 309 670
534 622 -508
482 619 -134
385 213 89
219 420 -512
286 866 -914
45 264 -226
768 812 700
514 255 -698
644 426 -199
714 891 657
269 107 442
386 730 733
262 842 38
425 650 594
653 905 -684
814 421 466
635 136 -478
509 330 94
833 694 -506
832 108 -171
929 734 313
227 726 989
352 198 356
344 613 -124
197 103 -488
257 213 -397
954 914 -53
81 640 -119
178 118 -479
578 730 334
674 900 482
88 822 503
480 550 682
52 729 944
935 628 -567
106 199 -577
407 365 14
100 938 834
807 520 -958
291 70 -306
379 540 897
374 732 -452
832 518 579
288 867 -529
42 917 -888
273 495 -605
377 700 -384
752 307 -225
793 427 -892
609 570 -418
165 472 -136
811 818 -13
8 293 -538
179 813 -387
93 64 -910
182 516 -267
618 327 -221
656 393 -147
616 264 131
41 422 941
436 736 -156
930 796 -67
425 754 351
615 840 -287
140 600 -418
522 496 357
21 742 -369
328 889 806
902 797 291
861 463 972
901 93 99
292 566 487
819 72 496
887 826 -487
341 821 -219
16 392 -796
456 592 -451
541 542 759
887 694 -458
515 201 311
785 706 -569
33 420 -488
710 717 347
121 934 -576
274 882 -158
73 671 468
807 476 547
651 402 -423
358 790 -557
299 415 -239
336 64 48
235 331 -177
685 484 409
619 462 -546
65 412 -855
839 916 26
474 499 948
664 487 -843
734 343 14
788 115 -850
901 18 482
147 889 -203
795 601 565
215 133 -943
76 875 -447
134 83 900
250 335 619
424 629 926
37 443 756
749 387 685
64 730 316
522 1 -717
481 400 -685
162 546 677
614 287 -361
802 701 -286
322 434 -147
135 901 -271
594 347 -335
837 818 -771
587 347 465
781 462 -891
211 33 -205
567 158 -271
221 433 647
863 802 -89
210 561 38
420 403 473
108 779 -968
181 941 -660
183 718 94
735 781 762
79 249 -277
137 760 -428
675 67 285
589 235 -446
181 499 635
544 574 -925
173 108 602
25 126 632
951 77 -412
547 396 -676
401 591 -732
216 95 -339
839 872 -162
677 59 371
898 923 -633
157 692 -114
440 951 143
115 686 -343
580 672 173
264 657 -554
844 187 -35
552 301 331
374 275 -878
950 433 -126
576 253 809
184 876 -641
712 38 -924
900 97 -850
816 821 892
312 849 407
380 279 -64
390 822 29
579 835 181
331 627 274
563 769 474
321 86 -928
865 639 965
681 60 161
1 80 42
12 596 -148
88 82 -557
341 767 -601
561 103 -324
781 892 -501
801 621 582
320 549 804
706 612 338
922 49 633
240 685 49
700 611 -305
433 711 -413
540 226 464
23 926 550
161 12 612
351 446 -961
350 50 243
901 78 -272
318 828 -709
222 275 387
134 827 137
180 421 -402
819 108 -656
632 227 -322
166 197 781
196 699 772
326 28 654
44 323 -541
649 63 735
244 377 407
319 388 -791
851 285 -932
414 715 89
628 727 505
650 470 771
266 173 -856
658 448 850
31 701 -691
540 826 -620
84 363 872
666 432 -504
502 110 -675
289 682 -948
406 815 -139
217 223 915
475 427 -251
292 599 793
775 922 -396
2 283 643
895 716 -323
167 266 -338
947 44 -285
508 393 783
256 159 124
286 744 -294
474 39 391
255 105 855
643 728 107
137 407 802
404 182 -804
415 792 232
544 253 -738
674 487 -125
861 35 -591
856 77 54
937 264 -469
87 346 542
405 6 -705
680 213 886
364 888 -556
691 953 100
732 272 -413
261 817 10
59 493 -253
140 613 -218
718 25 741
926 160 -857
297 940 -58
400 772 -161
419 884 799
930 695 600
125 367 488
699 667 -835
632 791 101
607 865 857
338 851 -307
275 539 269
459 123 112
535 630 509
843 776 -923
649 7 799
416 233 -893
62 249 -720
125 606 -488
23 122 -867
740 168 402
401 930 152
828 403 897
12 194 801
556 442 -675
192 494 437
822 173 978
396 681 -839
339 408 936
239 155 26
188 371 32
49 724 948
624 639 151
353 913 879
378 595 -331
880 874 -398
500 618 299
773 348 577
793 790 548
148 537 -869
505 613 892
265 706 550
563 19 510
698 328 374
113 14 372
404 752 -771
838 757 -917
72 237 197
673 457 -224
536 64 -313
795 231 -930
680 470 -331
271 329 -564
88 20 -296
631 675 -657
220 500 -35
94 551 484
168 373 995
725 307 -179
754 485 -896
11 411 255
342 767 476
339 507 -355
238 338 -454
142 798 -921
736 824 814
521 643 375
411 614 -639
880 529 -523
678 353 -256
869 908 -291
486 695 -686
640 245 -24
936 415 -894
790 853 -199
653 730 -948
500 84 185
22 692 -532
765 593 152
668 485 -214
638 755 700
232 289 -998
410 890 -44
712 452 -978
409 378 375
576 608 -610
732 361 884
47 209 -189
151 902 -58
115 456 722
395 308 466
927 948 818
251 874 -372
509 300 -418
815 670 812
656 427 -876
457 291 379
30 260 -305
622 211 107
613 440 63
719 445 -257
220 116 348
705 915 -198
288 901 488
267 830 -460
740 717 721
491 502 178
571 240 996
144 566 -37
617 119 -322
369 289 -366
453 762 629
354 873 -333
594 469 -613
291 450 265
273 284 240
598 546 -161
60 675 -326
869 85 410
882 371 140
501 896 -783
538 303 500
764 752 736
58 442 131
343 657 487
1 305 -997
315 570 -670
415 20 -34
531 708 -918
364 14 -103
118 659 988
507 733 -24
239 659 -281
921 691 294
370 303 -151
903 248 983
705 861 307
51 130 -324
718 168 -900
34 135 -333
169 24 423
95 436 181
415 546 -65
206 342 -227
234 452 -222
884 832 -372
215 736 817
604 776 993
344 135 -719
627 868 -683
292 667 -354
906 654 767
350 318 916
594 505 846
17 14 -730
226 497 457
893 485 807
336 624 -254
638 156 -142
148 880 683
58 90 -611
63 691 273
406 111 559
519 96 443
737 39 222
770 37 -868
355 616 -672
759 530 -262
347 198 -548
677 639 208
689 861 -213
659 120 -579
802 627 53
73 57 -408
683 784 -694
235 62 927
307 198 310
341 600 968
97 816 474
657 65 -212
315 278 50
451 8 -357
774 561 731
54 771 800
670 192 -25
505 748 716
83 443 25
593 849 -106
220 738 392
196 119 707
647 50 886
845 408 -23
171 604 -126
491 788 423
951 774 -352
939 423 205
683 836 -357
591 249 -210
70 496 -667
723 53 -670
526 807 364
847 560 -798
404 674 -696
465 421 605
295 702 -587
103 532 52
846 596 -858
218 195 -946
345 380 145
9 810 581
444 578 658
753 892 452
868 129 -22
568 62 296
458 629 -895
415 133 107
589 416 293
551 533 309
499 826 211
247 859 443
83 67 836
48 683 353
337 462 450
575 605 -717
803 129 298
814 272 470
800 177 -55
141 420 338
342 878 -946
826 239 -148
922 868 -557
655 372 -400
681 238 915
717 845 -385
291 331 -331
94 863 656
231 420 96
414 367 915
421 629 897
25 391 801
625 321 958
128 508 208
787 124 -602
186 903 273
278 138 -992
751 31 -483
454 802 -2
694 849 781
911 816 200
912 494 -76
588 29 824
15 545 -500
656 644 326
399 631 506
87 814 -677
58 900 -495
127 2 -230
731 105 558
805 622 -61
448 559 -90
890 751 422
357 84 -422
160 558 906
758 787 -322
20 521 -783
364 556 -216
944 792 -964
904 483 -733
214 208 -483
508 387 277
288 473 935
317 200 -491
936 43 155
572 358 -657
58 900 -595
537 266 -871
620 203 670
733 227 61
832 850 349
891 795 778
496 629 -98
372 2 511
248 16 -662
391 567 -483
44 512 -474
848 707 536
351 239 224
588 697 -301
880 225 454
489 368 182
466 196 552
710 198 -639
470 89 282
273 909 112
622 802 -275
737 355 -976
705 210 22
297 679 623
748 479 -847
220 115 -812
784 770 63
140 431 209
163 414 -343
753 391 -518
910 877 664
585 671 -986
64 204 71
46 331 59
288 660 -559
533 798 -64
203 789 -490
170 934 -892
461 505 402
707 799 -909
766 481 263
952 183 346
423 465 305
916 79 347
205 551 991
295 6 -81
604 743 515
583 782 -270
350 739 -483
317 199 9
698 24 408
193 62 549
840 648 -579
55 18 -879
438 800 -753
76 865 296
33 389 -803
573 859 -702
318 849 540
399 499 -711
204 609 -193
295 54 731
22 723 -299
885 268 657
95 35 -89
411 533 636
847 299 -879
506 483 334
168 875 450
372 14 -908
353 18 -582
340 299 -755
72 6 303
55 362 432
487 431 -716
803 873 773
292 909 984
555 105 -191
431 475 -31
737 29 887
559 696 -820
651 675 405
308 658 -779
458 439 -458
362 92 964
520 845 -181
919 252 -267
442 382 527
489 178 -561
51 788 73
85 337 -610
794 757 -912
802 50 898
326 538 -344
377 429 952
171 692 787
73 591 -139
542 175 362
431 64 -764
180 900 -550
232 247 149
334 875 -207
206 406 483
492 735 -9
560 128 635
57 259 174
555 530 -318
785 892 221
883 680 673
99 2 754
224 898 -386
484 919 616
702 763 -695
25 801 354
275 82 916
2 342 42
196 68 -412
641 906 301
379 709 187
600 510 -118
444 120 230
614 439 822
699 92 -528
438 782 280
342 631 -402
601 652 781
781 917 -866
444 937 -310
311 303 -124
157 277 -374
305 269 -243
552 41 267
185 623 131
13 648 788
198 409 -229
9 24 621
126 665 -993
143 756 348
478 227 -799
884 80 908
791 865 733
333 667 -613
257 187 340
508 142 -45
600 811 132
758 441 -197
104 112 976
545 689 287
855 714 -154
353 352 542
28 534 306
591 24 172
716 414 287
70 732 -791
530 405 -143
222 275 -206
582 443 578
653 728 346
604 799 -551
200 472 31
103 350 -83
762 594 597
544 111 315
719 577 -41
411 673 933
7 396 -247
379 415 325
64 230 -758
798 102 364
654 388 -35
904 100 855
437 177 96
855 940 -622
876 403 199
499 929 918
534 613 -241
632 339 906
321 549 390
932 197 -768
307 396 923
869 511 -21
150 291 907
822 201 -689
181 39 132
773 643 204
424 612 -739
348 147 -549
811 771 714
834 7 226
434 848 651
363 162 88
497 300 847
502 241 -764
797 144 470
62 176 279
496 1 917
228 655 678
878 616 -262
125 396 -600
831 263 848
411 344 694
589 893 444
862 892 490
534 220 -629
51 944 -964
230 159 21
357 259 -599
353 202 525
625 210 -320
315 796 683
887 514 -459
628 678 51
79 951 -143
69 185 -376
630 735 693
91 496 -352
119 169 716
104 58 445
300 488 -584
112 51 467
345 113 -575
709 235 28
555 467 -582
190 220 -842
516 52 274
690 428 -43
639 69 -689
80 782 -830
410 508 -16
273 677 988
712 371 584
616 39 665
787 821 302
49 208 -287
507 279 740
269 905 -846
774 644 803
554 715 969
338 441 746
878 433 451
208 458 -966
870 707 814
193 611 15
705 231 -49
492 75 237
895 915 -148
377 519 892
309 21 194
96 502 -745
177 178 976
847 948 -961
139 328 -320
790 843 980
246 93 -177
46 936 -873
458 823 -532
829 256 525
7 777 418
931 857 376
758 627 -160
836 105 -793
803 457 990
472 32 392
912 880 41
949 126 299
822 157 164
565 613 348
597 457 -396
212 673 -588
749 431 -578
463 333 -79
817 624 -222
535 522 689
935 746 127
286 740 -449
812 947 -266
841 486 -678
676 554 -112
360 860 648
464 237 -18
833 902 413
877 530 119
388 96 -137
946 555 719
34 621 -629
232 761 -563
632 486 -711
762 61 -862
51 357 748
950 830 426
758 498 -364
299 217 238
797 553 398
769 142 -46
133 198 482
897 508 799
796 832 942
685 605 -391
868 404 -702
71 482 -25
888 592 479
639 430 523
899 429 576
379 378 191
493 589 -86
831 996
160 239 -847
576 489 940
253 35 211
187 331 -830
284 755 -898
597 261 -822
639 415 -322
449 813 603
96 682 -48
303 191 529
638 643 -81
605 786 -47
286 151 886
175 641 220
787 316 -240
620 611 251
787 87 -983
409 381 -187
727 390 -987
289 734 -512
85 382 816
194 198 -258
584 476 411
640 400 397
724 692 -494
811 600 876
183 193 570
708 780 -948
572 221 408
418 505 558
234 374 -549
646 800 -894
333 821 821
305 68 -489
409 649 -536
329 208 -934
312 766 374
797 252 -400
460 704 -324
180 507 -977
262 332 -625
69 516 -740
183 260 -436
566 86 -136
433 278 595
412 43 -727
196 67 -816
798 493 92
38 158 -771
85 541 428
7 390 -202
179 777 132
650 350 861
7 151 120
582 258 -440
632 571 -489
378 476 971
726 28 482
807 382 -354
736 155 609
516 154 962
673 28 267
699 311 803
624 248 997
823 810 -888
476 375 -962
337 648 416
572 738 452
111 508 -291
726 482 -876
385 531 925
818 540 608
104 435 -70
109 812 673
505 50 470
552 332 6
485 257 929
363 382 940
644 339 -648
448 304 -798
92 170 -343
672 472 853
232 386 661
39 10 554
796 664 65
673 586 835
647 644 457
325 454 579
411 643 291
807 686 979
770 64 277
541 730 274
679 672 -63
62 425 -306
290 715 614
443 221 -247
593 196 256
479 640 -880
341 169 855
486 654 -30
379 826 -646
728 197 -229
771 197 -859
203 577 794
84 226 383
714 610 906
309 50 379
515 759 -776
37 779 -949
305 231 28
24 584 665
427 198 43
204 209 118
100 724 128
238 384 -743
93 326 -660
377 526 -9
107 576 -175
543 730 -647
335 684 269
546 378 736
471 556 85
505 667 -968
64 22 -549
641 426 317
824 658 -123
216 601 417
327 91 789
150 519 -229
749 166 358
50 130 -400
647 830 976
423 475 -391
157 47 -986
487 20 -706
57 639 -76
785 137 -329
721 749 -416
752 163 -27
226 522 -75
612 40 -197
290 809 49
496 265 -290
701 284 926
756 503 -392
14 439 -692
42 554 -48
360 740 913
287 736 -658
585 184 -582
145 396 497
534 588 969
317 247 820
533 463 374
180 442 -11
756 572 604
449 527 949
675 168 -427
256 470 268
739 603 11
264 772 -653
806 498 617
225 45 378
86 111 -393
120 675 808
135 385 -230
545 373 0
583 498 269
763 22 -164
95 704 342
225 769 -979
406 5 -510
694 194 132
90 537 196
688 580 -374
546 157 -33
191 744 376
619 84 -809
68 167 -480
487 338 935
598 739 456
742 94 948
166 650 353
483 823 -191
282 489 435
291 371 -797
26 34 -269
386 444 -561
186 436 36
508 13 -980
345 347 607
601 423 -845
553 369 32
84 373 -300
218 791 633
674 82 -537
126 694 80
479 468 -662
409 156 -733
788 171 857
340 816 593
366 487 541
365 566 137
231 630 308
175 283 -487
716 311 -944
84 722 99
39 75 941
165 378 -24
667 161 370
69 482 262
345 297 -503
359 825 -570
116 486 669
826 1 364
114 175 886
281 687 179
122 102 -516
195 387 -169
391 815 -985
262 611 -70
413 378 483
281 592 -30
80 772 492
400 690 796
374 486 -888
562 790 -323
200 395 165
786 238 692
532 492 -972
574 722 22
777 37 469
748 492 557
504 209 -779
578 335 390
598 796 830
708 640 -93
345 612 -356
467 94 -373
225 30 -466
547 30 -694
422 344 -35
417 477 -684
537 484 507
605 757 -942
70 290 -491
349 713 28
194 755 539
451 433 -146
453 480 53
619 533 721
729 513 -880
634 35 730
608 696 -903
281 283 -710
112 540 -346
70 424 -823
488 207 593
620 757 -875
267 97 284
388 394 292
451 815 -742
500 585 736
273 691 -476
548 102 608
126 243 153
434 167 943
648 743 760
531 215 -272
725 386 -200
667 546 608
596 663 285
180 751 588
788 245 -883
241 713 -799
733 498 859
582 326 -667
551 355 873
504 339 -1
681 196 725
806 135 -634
266 480 -99
294 165 405
565 435 -482
795 359 777
458 66 498
422 633 176
790 353 -989
466 196 -978
760 716 -571
393 590 -192
224 657 -434
189 744 -162
263 781 544
256 157 -650
206 524 554
342 20 104
727 688 -592
808 456 -147
628 689 357
285 27 315
821 64 -717
692 605 -451
420 331 546
137 808 73
614 283 673
207 154 -527
676 202 448
147 432 -677
745 730 -591
92 308 423
42 626 -106
2 210 -712
167 545 -301
15 772 4
165 525 -464
81 402 -24
367 455 -874
296 583 664
21 2 88
825 468 224
218 334 -706
316 605 -992
107 459 516
732 370 113
646 186 449
513 210 487
409 301 -968
107 385 421
243 533 -646
558 304 -194
74 107 171
803 497 -79
12 673 -797
639 292 680
60 815 673
122 337 -917
664 414 900
136 687 633
654 496 -945
27 592 850
474 673 631
19 762 -763
819 829 -563
723 809 106
202 489 858
727 455 562
265 185 427
300 306 986
330 230 -493
792 495 -35
805 50 -466
215 701 111
821 427 900
198 553 -268
91 102 -418
249 723 -924
453 99 -583
697 158 -404
503 688 -829
334 11 374
712 100 -954
762 684 330
487 146 -449
45 644 658
30 545 511
607 229 343
472 606 -551
346 793 290
597 21 -76
620 177 421
291 696 -638
184 150 788
180 450 -419
229 722 487
594 2 -29
43 397 -658
704 54 713
31 742 121
360 763 -752
456 515 -190
116 755 680
263 221 -777
373 148 -51
90 501 -641
178 118 -168
44 46 -797
405 810 805
539 123 -314
116 625 -646
534 644 -632
11 747 923
263 661 488
618 224 -109
821 748 -354
546 11 430
177 96 -694
573 216 200
378 420 -848
405 151 135
510 173 965
488 364 455
76 323 -211
149 195 -695
158 426 -585
531 775 -452
519 48 -662
750 184 492
276 624 -694
489 201 424
567 692 -55
588 470 135
161 374 628
614 757 -502
36 179 -849
511 182 341
413 651 -642
527 102 -943
89 446 932
466 27 -894
563 112 -252
540 708 -244
64 648 -67
170 827 -523
524 804 432
530 170 -90
89 67 636
536 589 22
348 363 695
8 266 244
244 160 984
363 443 19
234 580 223
130 773 303
610 527 380
596 4 825
527 507 -960
496 600 372
478 372 224
180 380 558
502 59 -316
241 147 -373
119 779 166
706 73 -393
59 300 -256
686 72 -718
625 186 856
530 118 264
357 743 745
20 312 -714
432 223 -710
592 348 -732
243 693 109
97 645 713
670 770 643
89 139 836
384 305 233
13 662 -681
158 409 103
445 22 -982
638 281 547
726 573 -776
789 663 531
217 755 358
800 440 87
185 10 110
203 387 -897
235 250 191
130 207 -373
479 94 -440
736 681 569
17 64 490
327 66 -988
298 792 690
157 608 -264
326 103 -57
531 821 730
233 383 -292
744 117 -355
277 483 -62
178 788 849
325 46 -370
232 526 -695
116 127 23
602 460 971
152 805 702
413 237 -987
506 535 -58
685 314 379
652 593 -329
431 403 -633
526 662 499
594 814 -768
85 438 220
191 237 -725
528 359 180
348 405 857
559 203 -811
536 193 303
789 680 499
829 705 -899
42 139 -254
828 809 -976
312 469 476
331 480 412
153 90 685
699 88 -770
512 191 261
76 577 -419
793 326 -356
580 300 642
723 509 -112
145 157 583
529 496 563
735 502 562
515 387 246
514 724 504
442 673 -612
271 270 283
316 164 984
622 598 -9
397 354 526
424 165 -317
211 730 -801
311 548 372
612 143 752
220 677 -377
772 259 -272
245 403 878
576 443 752
586 496 -255
656 173 -95
240 608 -460
559 109 221
440 688 -249
40 9 720
226 660 -163
180 825 -441
526 823 390
645 164 997
541 391 411
434 607 -913
543 25 539
201 558 -585
374 808 -285
787 575 90
532 114 -757
703 191 133
710 368 -994
719 759 942
639 597 73
225 574 -775
732 158 106
539 660 -775
